#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:21126519	(2011) Tropomyosin is an interaction partner of the Drosophila coiled coil protein yuri gagarin.	10	20	1.87	2.70e-11	7227.FBpp0071448,7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0073682,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0290753	Act57B,Lsp1gamma,Lsp1alpha,up,Fbp1,Mhc,Tm2,Tm1,chic,Rtnl1
PMID:28508872	(2017) Actin stress fiber organization promotes cell stiffening and proliferation of pre-invasive breast cancer cells.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0089196	Tm2,chic
PMID:28526029	(2017) Cell fixation and preservation for droplet-based single-cell transcriptomics.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28588248	(2017) Expanded CCUG repeat RNA expression in Drosophila heart and muscle trigger Myotonic Dystrophy type 1-like phenotypes and activate autophagocytosis genes.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29186788	(2017) Neurotoxic Effects of Linalool and Beta-Pinene on Tribolium castaneum Herbst.	2	20	1.17	0.0376	7227.FBpp0084959,7227.FBpp0289676	RpL32,Cp38
PMID:29216281	(2017) Complete mitochondrial genome of Zeugodacus tau (Insecta: Tephritidae) and differentiation of Z. tau species complex by mitochondrial cytochrome c oxidase subunit I gene.	2	20	1.17	0.0376	7227.FBpp0100178,7227.FBpp0100182	mt:ATPase8,mt:ND5
PMID:26909348	(2016) Reciprocal Interactions between Cell Adhesion Molecules of the Immunoglobulin Superfamily and the Cytoskeleton in Neurons.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27028541	(2016) Structure-Based Sequence Alignment of the Transmembrane Domains of All Human GPCRs: Phylogenetic, Structural and Functional Implications.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27048820	(2016) Mechanisms and consequences of entosis.	2	20	1.17	0.0376	7227.FBpp0080452,7227.FBpp0084565	Mhc,Mlc1
PMID:27396338	(2016) An Atypical Tropomyosin in Drosophila with Intermediate Filament-like Properties.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27536213	(2016) Identification and Characterization of the Corazonin Receptor and Possible Physiological Roles of the Corazonin-Signaling Pathway in Rhodnius prolixus.	2	20	1.17	0.0376	7227.FBpp0073069,7227.FBpp0084959	Akh,RpL32
PMID:27687893	(2016) LncRNA mediated regulation of aging pathways in Drosophila melanogaster during dietary restriction.	3	62	0.86	0.0376	7227.FBpp0076298,7227.FBpp0076301,7227.FBpp0082079	Cp18,Cp16,GstD10
PMID:27783625	(2016) Zasp52, a Core Z-disc Protein in Drosophila Indirect Flight Muscles, Interacts with Alfa-Actinin via an Extended PDZ Domain.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:27941645	(2016) Pathophysiological Significance of Store-Operated Calcium Entry in Megakaryocyte Function: Opening New Paths for Understanding the Role of Calcium in Thrombopoiesis.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24994533	(2015) The destiny of Ca(2+) released by mitochondria.	2	20	1.17	0.0376	7227.FBpp0080446,7227.FBpp0088546	Cyt-c-p,TpnC73F
PMID:26114479	(2015) Context-Dependent Functional Divergence of the Notch Ligands DLL1 and DLL4 In Vivo.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26115514	(2015) Motor and Sensory Deficits in the teetering Mice Result from Mutation of the ESCRT Component HGS.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26333362	(2015) miR-206 Mediates YAP-Induced Cardiac Hypertrophy and Survival.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23912032	(2014) Seeing the unseen: the hidden world of slow axonal transport.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:24733999	(2014) CYFIP family proteins between autism and intellectual disability: links with Fragile X syndrome.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25069613	(2014) Lkb1 is indispensable for skeletal muscle development, regeneration, and satellite cell homeostasis.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25233127	(2014) Are sensory TRP channels biological alarms for lipid peroxidation?	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22565821	(2013) Nonmuscle myosin-2: mix and match.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22253844	(2012) Wnt4 participates in the formation of vertebrate neuromuscular junction.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22399400	(2012) The molecular basis of mechanosensory transduction.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22908314	(2012) Wnt-11 and Fz7 reduce cell adhesion in convergent extension by sequestration of PAPC and C-cadherin.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22960045	(2012) The prenyl-binding protein PrBPDelta: a chaperone participating in intracellular trafficking.	2	20	1.17	0.0376	7227.FBpp0070558,7227.FBpp0075272	Rala,Arl1
PMID:23213426	(2012) Lola regulates glutamate receptor expression at the Drosophila neuromuscular junction.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20920606	(2011) Distinct tissue distributions and subcellular localizations of differently phosphorylated forms of the myosin regulatory light chain in Drosophila.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21215366	(2011) Epigenetics in alternative pre-mRNA splicing.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21242289	(2011) The Drosophila blood brain barrier is maintained by GPCR-dependent dynamic actin structures.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0082535	zip,Tm2
PMID:21304887	(2011) Pathogenic VCPTER94 alleles are dominant actives and contribute to neurodegeneration by altering cellular ATP level in a Drosophila IBMPFD model.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21738525	(2011) Ribosomal protein s3: a multifunctional target of attachingeffacing bacterial pathogens.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:22017990	(2011) A putative vesicular transporter expressed in Drosophila mushroom bodies that mediates sexual behavior may define a neurotransmitter system.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22025918	(2011) Fungal glucosylceramides: from structural components to biologically active targets of new antimicrobials.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22084308	(2011) StickyCitron kinase maintains proper RhoA localization at the cleavage site during cytokinesis.	2	20	1.17	0.0376	7227.FBpp0073682,7227.FBpp0089196	up,chic
PMID:19889837	(2010) Sec3-containing exocyst complex is required for desmosome assembly in mammalian epithelial cells.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:20081838	(2010) Cohesin cleavage and Cdk inhibition trigger formation of daughter nuclei.	2	20	1.17	0.0376	7227.FBpp0075690,7227.FBpp0078490	vih,Ubc6
PMID:20307565	(2010) Mitochondrial DNA alterations and reduced mitochondrial function in aging.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20561111	(2010) STIM proteins: integrators of signalling pathways in development, differentiation and disease.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20566686	(2010) Mammalian target of rapamycin regulates miRNA-1 and follistatin in skeletal myogenesis.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20599890	(2010) Nonmuscle myosin II is required for cell proliferation, cell sheet adhesion and wing hair morphology during wing morphogenesis.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:20739737	(2010) Nutrient withdrawal rescues growth factor-deprived cells from mTOR-dependent damage.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:19627982	(2009) Ribosomal protein RPS-14 modulates let-7 microRNA function in Caenorhabditis elegans.	2	20	1.17	0.0376	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:19818710	(2009) Mir-214-dependent regulation of the polycomb protein Ezh2 in skeletal muscle and embryonic stem cells.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:18699776	(2008) Transgenesis procedures in Xenopus.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23675014	(2007) Integrin-Linked Kinase: It's Role in the Vascular System.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:15877075	(2005) Baculovirus as versatile vectors for protein expression in insect and mammalian cells.	2	20	1.17	0.0376	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:9660865	(1998) Effects of regulated expression of mutant RhoA and Rac1 small GTPases on the development of epithelial (MDCK) cell polarity.	2	20	1.17	0.0376	7227.FBpp0084565,7227.FBpp0089196	Mlc1,chic
PMID:9199174	(1997) Identification of a novel, putative Rho-specific GDPGTP exchange factor and a RhoA-binding protein: control of neuronal morphology.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:32098201	(2020) Ribosome and Translational Control in Stem Cells.	3	64	0.84	0.0399	7227.FBpp0074180,7227.FBpp0076207,7227.FBpp0082465	RpS5a,RpS17,RpS5b
PMID:31063465	(2019) Comparative transcriptome analysis reveals potential evolutionary differences in adaptation of temperature and body shape among four Percidae species.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31572204	(2019) Principles of Optogenetic Methods and Their Application to Cardiac Experimental Systems.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:31616795	(2019) LEDGF and HDGF2 relieve the nucleosome-induced barrier to transcription in differentiated cells.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29240919	(2018) Genome-wide dose-dependent inhibition of histone deacetylases studies reveal their roles in enhancer remodeling and suppression of oncogenic super-enhancers.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30132832	(2018) Peptidyl-prolyl cis-trans isomerase NIMA interacting 1 regulates skeletal muscle fusion through structural modification of Smad3 in the linker region.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28032936	(2017) Role of JNK during buccopharyngeal membrane perforation, the last step of embryonic mouth formation.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:28878039	(2017) Discovery of novel representatives of bilaterian neuropeptide families and reconstruction of neuropeptide precursor evolution in ophiuroid echinoderms.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:27090655	(2016) Vascular endothelial growth factor A as predictive marker for mTOR inhibition in relapsing high-grade serous ovarian cancer.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27146270	(2016) Drosophila SLC22A Transporter Is a Memory Suppressor Gene that Influences Cholinergic Neurotransmission to the Mushroom Bodies.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25915123	(2015) ATP synthase promotes germ cell differentiation independent of oxidative phosphorylation.	2	21	1.15	0.0399	7227.FBpp0084959,7227.FBpp0100178	RpL32,mt:ATPase8
PMID:26076379	(2015) Dynamic Alterations to Alfa-Actinin Accompanying Sarcomere Disassembly and Reassembly during Cardiomyocyte Mitosis.	2	21	1.15	0.0399	7227.FBpp0074298,7227.FBpp0084565	wupA,Mlc1
PMID:26136409	(2015) Abstracts of the 2(nd) Cancer Cachexia Conference, Montreal, Canada, 26-28 September 2014.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26391666	(2015) Early transcriptional events linked to induction of diapause revealed by RNAseq in larvae of drosophilid fly, Chymomyza costata.	3	64	0.84	0.0399	7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0084959	Lsp1gamma,Lsp1alpha,RpL32
PMID:24473149	(2014) Ret rescues mitochondrial morphology and muscle degeneration of Drosophila Pink1 mutants.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24563360	(2014) Nuclear mechanics in cancer.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:24771982	(2014) Functional roles of p38 mitogen-activated protein kinase in macrophage-mediated inflammatory responses.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:24782245	(2014) Diversity and wiring variability of visual local neurons in the Drosophila medulla M6 stratum.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24835311	(2014) Dissecting the transcriptional phenotype of ribosomal protein deficiency: implications for Diamond-Blackfan Anemia.	2	21	1.15	0.0399	7227.FBpp0076207,7227.FBpp0110269	RpS17,Lsd-2
PMID:25119045	(2014) A long noncoding RNA protects the heart from pathological hypertrophy.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25522254	(2014) SydJIP3 and JNK signaling are required for myonuclear positioning and muscle function.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22909801	(2013) Function of alternative splicing.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23266826	(2013) Hedgehog signaling regulates MyoD expression and activity.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23825967	(2013) Multiplexin promotes heart but not aorta morphogenesis by polarized enhancement of slitrobo activity at the heart lumen.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22445366	(2012) Botch promotes neurogenesis by antagonizing Notch.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22682628	(2012) Insulin-like growth factor 1 physiology: lessons from mouse models.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22697395	(2012) G-protein coupled receptor resensitization-appreciating the balancing act of receptor function.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22954512	(2012) Myosins in cell junctions.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21263031	(2011) Asymmetric distribution of Echinoid defines the epidermal leading edge during Drosophila dorsal closure.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21290288	(2011) Functional and structural studies of TRP channels heterologously expressed in budding yeast.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21297993	(2011) The p38MK2Hsp25 pathway is required for BMP-2-induced cell migration.	2	21	1.15	0.0399	7227.FBpp0072365,7227.FBpp0073484	Lsp1gamma,Lsp1alpha
PMID:21471368	(2011) Drosophila MMP2 regulates the matrix molecule faulty attraction (Frac) to promote motor axon targeting in Drosophila.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19955078	(2010) Proteomics of plasma membranes from poplar trees reveals tissue distribution of transporters, receptors, and proteins in cell wall formation.	2	21	1.15	0.0399	7227.FBpp0086879,7227.FBpp0089196	AQP,chic
PMID:19955211	(2010) Genomic study of replication initiation in human chromosomes reveals the influence of transcription regulation and chromatin structure on origin selection.	2	21	1.15	0.0399	7227.FBpp0072365,7227.FBpp0073484	Lsp1gamma,Lsp1alpha
PMID:20219694	(2010) Cross-talk between transforming growth factor-beta and WinglessInt pathways in lung development and disease.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20529341	(2010) Insights into shell deposition in the Antarctic bivalve Laternula elliptica: gene discovery in the mantle transcriptome using 454 pyrosequencing.	2	21	1.15	0.0399	7227.FBpp0076270,7227.FBpp0082535	Argk,Tm2
PMID:20577216	(2010) Activation of autophagy during cell death requires the engulfment receptor Draper.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20861307	(2010) The SARS coronavirus E protein interacts with PALS1 and alters tight junction formation and epithelial morphogenesis.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21145483	(2010) Taf1 regulates Pax3 protein by monoubiquitination in skeletal muscle progenitors.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21151574	(2010) Reduction of protein translation and activation of autophagy protect against PINK1 pathogenesis in Drosophila melanogaster.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19450520	(2009) A role for casein kinase 2 in the mechanism underlying circadian temperature compensation.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:19454027	(2009) Inference of gene pathways using mixture Bayesian networks.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19659429	(2009) Pestilence, persistence and pathogenicity: infection strategies of Bartonella.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:18854161	(2008) ACF7 regulates cytoskeletal-focal adhesion dynamics and migration and has ATPase activity.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:18923187	(2008) Ion channels in microbes.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:17488504	(2007) Alterations in cytoskeletal and immune function-related proteome profiles in whole rat lung following intratracheal instillation of heparin.	2	21	1.15	0.0399	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:17651497	(2007) Proteomic screen in the simple metazoan Hydra identifies 14-3-3 binding proteins implicated in cellular metabolism, cytoskeletal organisation and Ca2+ signalling.	2	21	1.15	0.0399	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:15699213	(2005) DRhoGEF2 regulates actin organization and contractility in the Drosophila blastoderm embryo.	2	21	1.15	0.0399	7227.FBpp0072306,7227.FBpp0089196	zip,chic
PMID:15913459	(2005) Do orthologous gene phylogenies really support tree-thinking?	2	21	1.15	0.0399	7227.FBpp0100182,7227.FBpp0291653	mt:ND5,RpL30
PMID:9348297	(1997) A sponge-like structure involved in the association and transport of maternal products during Drosophila oogenesis.	2	21	1.15	0.0399	7227.FBpp0088904,7227.FBpp0089196	Tm1,chic
PMID:28098257	(2017) A comprehensive platform for the analysis of ubiquitin-like protein modifications using in vivo biotinylation.	3	66	0.83	0.0423	7227.FBpp0074298,7227.FBpp0075491,7227.FBpp0088363	wupA,Fbp1,Lsp2
PMID:24117826	(2013) Rho GTPases control specific cytoskeleton-dependent functions of hematopoietic stem cells.	3	66	0.83	0.0423	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:32060262	(2020) CASZ1 induces skeletal muscle and rhabdomyosarcoma differentiation through a feed-forward loop with MYOD and MYOG.	2	22	1.13	0.0424	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30089230	(2019) Polyglutamine Repeats in Neurodegenerative Diseases.	2	22	1.13	0.0424	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29802406	(2018) Spectrin is a mechanoresponsive protein shaping fusogenic synapse architecture during myoblast fusion.	2	22	1.13	0.0424	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30060809	(2018) Ceramide Signaling and p53 Pathways.	2	22	1.13	0.0424	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30559679	(2018) TRP Channels in Angiogenesis and Other Endothelial Functions.	2	22	1.13	0.0424	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28185170	(2017) Mechanisms of Cardiomyocyte Proliferation and Differentiation in Development and Regeneration.	2	22	1.13	0.0424	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28500339	(2017) A role for core planar polarity proteins in cell contact-mediated orientation of planar cell division across the mammalian embryonic skin.	2	22	1.13	0.0424	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:29127045	(2017) The myogenic regulatory factors, determinants of muscle development, cell identity and regeneration.	2	22	1.13	0.0424	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
