#submitted_item	validated_id	current_symbol
l(3)mbn	FBal0011021	l(3)mbn[1]
CG17837	FBgn0051199	CG31199
CG17837	FBgn0051200	CG31200
CG18870	FBgn0042180	CG18870
Rich	FBgn0028500	Rich
zpg	FBgn0024177	zpg
S6kII	FBgn0262866	S6kII
InR	FBgn0283499	InR
CG6422	FBgn0039261	Ythdf
CG18542-RA	FBtr0082084	CG18542-RA
CG4041	FBgn0029736	CG4041
CG9003	FBgn0033639	CG9003
Med	FBgn0011655	Med
wek	FBgn0001990	wek
CG4186	FBgn0040634	CG4186
LManIV	FBgn0032067	LManIV
Cyp4d1	FBgn0005670	Cyp4d1
CG3792	FBgn0031662	CG3792
tko	FBgn0003714	tko
CG3556	FBgn0029708	CG3556
stck	FBgn0020249	stck
Cyp12e1	FBgn0037817	Cyp12e1
CG9921	FBgn0030743	CG9921
CG7265	FBgn0038272	Dph2
car	FBgn0000257	car
car	FBal0051717	car[unspecified]
CG3829	FBgn0035091	CG3829
CG5150	FBgn0035620	Alp9
CG10469	FBgn0035678	CG10469
CG9733-RA	FBtr0085638	CG9733-RA
Ubc7	FBgn0267384	Ubc7
dila	FBgn0033447	dila
CG4563	FBgn0035006	CG4563
Spn43Aa	FBgn0024294	Spn43Aa
ssx	FBgn0024987	ssx
CG7650	FBgn0036519	CG7650
CG42514	FBgn0260388	CG42514
Trn-SR	FBgn0031456	Tnpo-SR
CG3746	FBgn0034755	CG3746
CG32708	FBgn0052708	CG32708
alpha-Man-Ia	FBgn0259170	Î±-Man-Ia
cpo	FBgn0263995	cpo
ema	FBgn0038427	ema
ema	FBgn0011224	heph
PGAP1	FBgn0029789	PGAP1
Las	FBgn0029158	Las
CG2016	FBgn0250839	CG2016
FIG4	FBgn0031611	FIG4
Octbeta2R	FBgn0038063	OctÎ²2R
Sema1b	FBgn0016059	Sema1b
CK02563	FBcl0060169	CK02563
CK02563	FBgn0036993	CG5910
BcDNA:GM20557	FBgn0032595	CG17996
CG6621	FBgn0037855	CG6621
Edg78E	FBgn0000551	Edg78E
CG14931	FBgn0032374	CG14931
Cdc2rk	FBgn0013435	Cdc2rk
CG33332-RA	FBtr0082999	CG33332-RA
MtnD	FBgn0053192	MtnD
dsh	FBgn0000499	dsh
dsh	FBal0003138	dsh[1]
Xpc	FBgn0004698	Xpc
BG:DS00941.13	FBgn0028534	CG7916
BG:DS00797.2	FBgn0028540	CG9008
kl-5	FBgn0267433	kl-5
robl	FBgn0024196	robl
Dsp1	FBgn0278608	Dsp1
Cyp9b1	FBgn0015038	Cyp9b1
CG32544	FBgn0052544	CG32544
Pex5	FBgn0023516	Pex5
fs(1)Ya	FBgn0000927	fs(1)Ya
icln	FBgn0029079	icln
CG4230	FBgn0031683	CG4230
ttk	FBgn0003870	ttk
CG9427	FBgn0037721	CG9427
CG10659	FBgn0032839	AANATL3
Drep1	FBgn0024732	Drep1
CG5339	FBgn0034925	CG5339
Cfp1	FBgn0030121	Cfp1
CG5382	FBgn0038950	CG5382
mre11	FBgn0020270	mre11
mre11	FBgn0285926	Imp
CG6429	FBgn0046999	CG6429
CG43107	FBgn0262567	CG43107
CG10131	FBgn0033949	Had2
Rpb7	FBgn0051155	Polr2G
CG5003-RA	FBtr0085272	CG5003-RA
CG15408	FBgn0031523	CG15408
Arl1	FBgn0000115	Arl1
Irc	FBgn0038465	Irc
CG6204	FBgn0039165	CG6204
cerv	FBgn0030657	cerv
Pxn	FBgn0011828	Pxn
Pxn	FBgn0041789	Pax
Uba4	FBgn0032054	Uba4
mh	FBgn0267977	mh
mh	FBal0012241	mh[1]
LRR	FBgn0033212	LRR
LRR	FBtp0089351	P{UAS-scrib.LRR.myc}
Sin	FBgn0028402	Polr3E
CG5399	FBgn0038353	CG5399
fh	FBgn0030092	fh
Atg1	FBgn0260945	Atg1
Nhe1	FBgn0026787	Nhe1
CG2736	FBgn0035090	CG2736
CG5189	FBgn0034350	Lamtor2
Gbs-70E	FBgn0036428	Gbs-70E
CG9154	FBgn0031777	CG9154
CG42375-RA	FBtr0299976	CG42375-RA
Duox	FBgn0283531	Duox
pasi2	FBgn0037680	pasi2
CG2186	FBgn0030243	CG2186
inaF-B	FBgn0259918	inaF-B
EG:BACR42I17.2	FBgn0040364	CG11378
BcDNA:AT30788	FBgn0053170	CG33170
g	FBgn0001087	g
g	FBal0004957	g[1]
g	FBal0009787	l(3)68Aa[7]
g	FBal0009822	l(3)68Bb[7]
g	FBgn0041709	yellow-g
mRpS11	FBgn0038474	mRpS11
Wsck	FBgn0046685	Wsck
zetaCOP	FBgn0040512	Î¶COP
MED4	FBgn0035754	MED4
Hsf	FBgn0001222	Hsf
CG32750	FBgn0052750	CG32750
LRP1	FBgn0053087	LRP1
CG11095	FBgn0030528	CG11095
Dab	FBgn0000414	Dab
Dab	FBgn0004108	Nrt
Jhedup	FBgn0034076	Jhedup
Sps2	FBgn0032224	Sps2
CG18324	FBgn0033905	CG18324
CG9865-RA	FBtr0071680	PIG-M-RA
CG43736	FBgn0263993	CG43736
Rab3-GEF	FBgn0030613	Rab3-GEF
Mys45A	FBgn0033379	Mys45A
CG3285	FBgn0031522	CG3285
Tsp42Ef	FBgn0033127	Tsp42Ef
Vps52	FBgn0031710	Vps52
CG18549	FBgn0038053	CG18549
fdl	FBgn0045063	fdl
fdl	FBal0125063	fdl[P]
CG13623	FBgn0039205	CG13623
mRpL18	FBgn0026741	mRpL18
ida	FBgn0041147	ida
Ppt1	FBgn0030057	Ppt1
CG34348	FBgn0085377	CG34348
Vps36	FBgn0086785	Vps36
Fbp1	FBgn0000639	Fbp1
Ssk	FBgn0036945	Ssk
tank	FBgn0031635	tank
l(2)k01209	FBgn0022029	l(2)k01209
l(2)k01209	FBab0047223	Df(2R)k08901
l(2)k01209	FBal0064598	l(2)k01209[k01209]
UFSP2	unknown ID	-
SmD3	FBgn0023167	SmD3
ple	FBgn0005626	ple
ple	FBal0013851	ple[1]
nrm	FBgn0262509	nrm
CG31300	FBgn0051300	CG31300
Set1	FBgn0040022	Set1
Prp18	FBgn0027784	Prp18
Poc1	FBgn0036354	Poc1
SP170	FBgn0036022	CG8329
Rrp45	FBgn0030789	Rrp45
Gos28	FBgn0044871	Gos28
temp	FBgn0027296	temp
temp	FBgn0015714	Cyp6a17
pea	FBgn0086895	pea
CG1946-RA	FBtr0088929	CG1946-RA
C1GalTA	FBgn0032078	C1GalTA
bou	FBgn0261284	bou
DCTN6-p27	FBgn0086446	DCTN6-p27
mago	FBgn0002736	mago
CG34317-RA	FBtr0112516	Rpp14a-RA
pot	FBgn0250871	pot
CG15535	FBgn0039764	CG15535
Naam	FBgn0051216	Naam
CG8173	FBgn0030864	CG8173
CG2003-RA	FBtr0085870	CG2003-RA
alpha-Est1	FBgn0015568	Î±-Est1
CG7378	FBgn0030976	CG7378
CG11127	FBgn0033178	CG11127
CG7083	FBgn0035877	CG7083
CG32736	FBgn0052736	CG32736
CG7582	FBgn0039681	CG7582
BcDNA:AT13596	FBgn0051759	CG31759
CG4462-RA	FBtr0083850	CG4462-RA
CG13912	FBgn0035186	CG13912
CG17549	FBgn0032774	CG17549
BcDNA:RH23514	FBgn0032322	CG16743
CG17475	FBgn0038481	CG17475
